Year,Date,Heat Demand (kW)
2040,2040-08-10,100.0
2040,2040-08-11,100.0
2040,2040-08-12,100.0
2040,2040-08-13,100.0
2040,2040-08-14,100.0
2040,2040-08-15,100.0
2040,2040-08-16,100.0
2040,2040-08-17,100.0
2040,2040-08-18,100.0
2040,2040-08-19,100.0
2040,2040-08-20,100.0
2040,2040-08-21,100.0
2040,2040-08-22,100.0
2040,2040-08-23,100.0
2040,2040-08-24,100.0
2040,2040-08-25,100.0
2040,2040-08-26,100.0
2040,2040-08-27,100.0
2040,2040-08-28,100.0
2040,2040-08-29,100.0
2040,2040-08-30,100.0
2040,2040-08-31,100.0
2040,2040-09-01,100.0
2040,2040-09-02,100.0
2040,2040-09-03,100.0
2040,2040-09-04,100.0
2040,2040-09-05,100.0
2040,2040-09-06,100.0
2040,2040-09-07,100.0
2040,2040-09-08,100.0
2040,2040-09-09,100.0
2040,2040-09-10,100.0
2040,2040-09-11,100.0
2040,2040-09-12,100.0
2040,2040-09-13,100.0
2040,2040-09-14,100.0
2040,2040-09-15,100.0
2040,2040-09-16,100.0
2040,2040-09-17,100.0
2040,2040-09-18,100.0
2040,2040-09-19,100.0
2040,2040-09-20,100.0
2040,2040-09-21,100.0
2040,2040-09-22,100.0
2040,2040-09-23,100.0
2040,2040-09-24,100.0
2040,2040-09-25,100.0
2040,2040-09-26,100.0
2040,2040-09-27,100.0
2040,2040-09-28,100.0
2040,2040-09-29,100.0
2040,2040-09-30,100.0
2040,2040-10-01,100.0
2040,2040-10-02,100.0
2040,2040-10-03,100.0
2040,2040-10-04,100.0
2040,2040-10-05,100.0
2040,2040-10-06,100.0
2040,2040-10-07,100.0
2040,2040-10-08,100.0
2040,2040-10-09,100.0
2040,2040-10-10,100.0
2040,2040-10-11,100.0
2040,2040-10-12,100.0
2040,2040-10-13,100.0
2040,2040-10-14,100.0
2040,2040-10-15,100.0
2040,2040-10-16,100.0
2040,2040-10-17,100.0
2040,2040-10-18,100.0
2040,2040-10-19,100.0
2040,2040-10-20,100.0
2040,2040-10-21,100.0
2040,2040-10-22,100.0
2040,2040-10-23,100.0
2040,2040-10-24,100.0
2040,2040-10-25,100.0
2040,2040-10-26,100.0
2040,2040-10-27,100.0
2040,2040-10-28,100.0
2040,2040-10-29,100.0
2040,2040-10-30,100.0
2040,2040-10-31,100.0
2040,2040-11-01,100.0
2040,2040-11-02,100.0
2040,2040-11-03,100.0
2040,2040-11-04,100.0
2040,2040-11-05,100.0
2040,2040-11-06,100.0
2040,2040-11-07,100.0
2040,2040-11-08,100.0
2040,2040-11-09,100.0
2040,2040-11-10,100.0
2040,2040-11-11,100.0
2040,2040-11-12,100.0
2040,2040-11-13,100.0
2040,2040-11-14,100.0
2040,2040-11-15,100.0
2040,2040-11-16,100.0
2040,2040-11-17,100.0
2040,2040-11-18,100.0
2040,2040-11-19,100.0
2040,2040-11-20,100.0
2040,2040-11-21,100.0
2040,2040-11-22,100.0
2040,2040-11-23,100.0
2040,2040-11-24,100.0
2040,2040-11-25,100.0
2040,2040-11-26,100.0
2040,2040-11-27,100.0
2040,2040-11-28,100.0
2040,2040-11-29,100.0
2040,2040-11-30,100.0
2040,2040-12-01,100.0
2040,2040-12-02,100.0
2040,2040-12-03,100.0
2040,2040-12-04,100.0
2040,2040-12-05,100.0
2040,2040-12-06,100.0
2040,2040-12-07,100.0
2040,2040-12-08,100.0
2040,2040-12-09,100.0
2040,2040-12-10,100.0
2040,2040-12-11,100.0
2040,2040-12-12,100.0
2040,2040-12-13,100.0
2040,2040-12-14,100.0
2040,2040-12-15,100.0
2040,2040-12-16,100.0
2040,2040-12-17,100.0
2040,2040-12-18,100.0
2040,2040-12-19,100.0
2040,2040-12-20,100.0
2040,2040-12-21,100.0
2040,2040-12-22,100.0
2040,2040-12-23,100.0
2040,2040-12-24,100.0
2040,2040-12-25,100.0
2040,2040-12-26,100.0
2040,2040-12-27,100.0
2040,2040-12-28,100.0
2040,2040-12-29,100.0
2040,2040-12-30,100.0
2040,2040-12-31,100.0
2041,2041-01-01,100.0
2041,2041-01-02,100.0
2041,2041-01-03,100.0
2041,2041-01-04,100.0
2041,2041-01-05,100.0
2041,2041-01-06,100.0
2041,2041-01-07,100.0
2041,2041-01-08,100.0
2041,2041-01-09,100.0
2041,2041-01-10,100.0
2041,2041-01-11,100.0
2041,2041-01-12,100.0
2041,2041-01-13,100.0
2041,2041-01-14,100.0
2041,2041-01-15,100.0
2041,2041-01-16,100.0
2041,2041-01-17,100.0
2041,2041-01-18,100.0
2041,2041-01-19,100.0
2041,2041-01-20,100.0
2041,2041-01-21,100.0
2041,2041-01-22,100.0
2041,2041-01-23,100.0
2041,2041-01-24,100.0
2041,2041-01-25,100.0
2041,2041-01-26,100.0
2041,2041-01-27,100.0
2041,2041-01-28,100.0
2041,2041-01-29,100.0
2041,2041-01-30,100.0
2041,2041-01-31,100.0
2041,2041-02-01,100.0
2041,2041-02-02,100.0
2041,2041-02-03,100.0
2041,2041-02-04,100.0
2041,2041-02-05,100.0
2041,2041-02-06,100.0
2041,2041-02-07,100.0
2041,2041-02-08,100.0
2041,2041-02-09,100.0
2041,2041-02-10,100.0
2041,2041-02-11,100.0
2041,2041-02-12,100.0
2041,2041-02-13,100.0
2041,2041-02-14,100.0
2041,2041-02-15,100.0
2041,2041-02-16,100.0
2041,2041-02-17,100.0
2041,2041-02-18,100.0
2041,2041-02-19,100.0
2041,2041-02-20,100.0
2041,2041-02-21,100.0
2041,2041-02-22,100.0
2041,2041-02-23,100.0
2041,2041-02-24,100.0
2041,2041-02-25,100.0
2041,2041-02-26,100.0
2041,2041-02-27,100.0
2041,2041-02-28,100.0
2041,2041-03-01,100.0
2041,2041-03-02,100.0
2041,2041-03-03,100.0
2041,2041-03-04,100.0
2041,2041-03-05,100.0
2041,2041-03-06,100.0
2041,2041-03-07,100.0
2041,2041-03-08,100.0
2041,2041-03-09,100.0
2041,2041-03-10,100.0
2041,2041-03-11,100.0
2041,2041-03-12,100.0
2041,2041-03-13,100.0
2041,2041-03-14,100.0
2041,2041-03-15,100.0
2041,2041-03-16,100.0
2041,2041-03-17,100.0
2041,2041-03-18,100.0
2041,2041-03-19,100.0
2041,2041-03-20,100.0
2041,2041-03-21,100.0
2041,2041-03-22,100.0
2041,2041-03-23,100.0
2041,2041-03-24,100.0
2041,2041-03-25,100.0
2041,2041-03-26,100.0
2041,2041-03-27,100.0
2041,2041-03-28,100.0
2041,2041-03-29,100.0
2041,2041-03-30,100.0
2041,2041-03-31,100.0
2041,2041-04-01,100.0
2041,2041-04-02,100.0
2041,2041-04-03,100.0
2041,2041-04-04,100.0
2041,2041-04-05,100.0
2041,2041-04-06,100.0
2041,2041-04-07,100.0
2041,2041-04-08,100.0
2041,2041-04-09,100.0
2041,2041-04-10,100.0
2041,2041-04-11,100.0
2041,2041-04-12,100.0
2041,2041-04-13,100.0
2041,2041-04-14,100.0
2041,2041-04-15,100.0
2041,2041-04-16,100.0
2041,2041-04-17,100.0
2041,2041-04-18,100.0
2041,2041-04-19,100.0
2041,2041-04-20,100.0
2041,2041-04-21,100.0
2041,2041-04-22,100.0
2041,2041-04-23,100.0
2041,2041-04-24,100.0
2041,2041-04-25,100.0
2041,2041-04-26,100.0
2041,2041-04-27,100.0
2041,2041-04-28,100.0
2041,2041-04-29,100.0
2041,2041-04-30,100.0
2041,2041-05-01,100.0
2041,2041-05-02,100.0
2041,2041-05-03,100.0
2041,2041-05-04,100.0
2041,2041-05-05,100.0
2041,2041-05-06,100.0
2041,2041-05-07,100.0
2041,2041-05-08,100.0
2041,2041-05-09,100.0
2041,2041-05-10,100.0
2041,2041-05-11,100.0
2041,2041-05-12,100.0
2041,2041-05-13,100.0
2041,2041-05-14,100.0
2041,2041-05-15,100.0
2041,2041-05-16,100.0
2041,2041-05-17,100.0
2041,2041-05-18,100.0
2041,2041-05-19,100.0
2041,2041-05-20,100.0
2041,2041-05-21,100.0
2041,2041-05-22,100.0
2041,2041-05-23,100.0
2041,2041-05-24,100.0
2041,2041-05-25,100.0
2041,2041-05-26,100.0
2041,2041-05-27,100.0
2041,2041-05-28,100.0
2041,2041-05-29,100.0
2041,2041-05-30,100.0
2041,2041-05-31,100.0
2041,2041-06-01,100.0
2041,2041-06-02,100.0
2041,2041-06-03,100.0
2041,2041-06-04,100.0
2041,2041-06-05,100.0
2041,2041-06-06,100.0
2041,2041-06-07,100.0
2041,2041-06-08,100.0
2041,2041-06-09,100.0
2041,2041-06-10,100.0
2041,2041-06-11,100.0
2041,2041-06-12,100.0
2041,2041-06-13,100.0
2041,2041-06-14,100.0
2041,2041-06-15,100.0
2041,2041-06-16,100.0
2041,2041-06-17,100.0
2041,2041-06-18,100.0
2041,2041-06-19,100.0
2041,2041-06-20,100.0
2041,2041-06-21,100.0
2041,2041-06-22,100.0
2041,2041-06-23,100.0
2041,2041-06-24,100.0
2041,2041-06-25,100.0
2041,2041-06-26,100.0
2041,2041-06-27,100.0
2041,2041-06-28,100.0
2041,2041-06-29,100.0
2041,2041-06-30,100.0
2041,2041-07-01,100.0
2041,2041-07-02,100.0
2041,2041-07-03,100.0
2041,2041-07-04,100.0
2041,2041-07-05,100.0
2041,2041-07-06,100.0
2041,2041-07-07,100.0
2041,2041-07-08,100.0
2041,2041-07-09,100.0
2041,2041-07-10,100.0
2041,2041-07-11,100.0
2041,2041-07-12,100.0
2041,2041-07-13,100.0
2041,2041-07-14,100.0
2041,2041-07-15,100.0
2041,2041-07-16,100.0
2041,2041-07-17,100.0
2041,2041-07-18,100.0
2041,2041-07-19,100.0
2041,2041-07-20,100.0
2041,2041-07-21,100.0
2041,2041-07-22,100.0
2041,2041-07-23,100.0
2041,2041-07-24,100.0
2041,2041-07-25,100.0
2041,2041-07-26,100.0
2041,2041-07-27,100.0
2041,2041-07-28,100.0
2041,2041-07-29,100.0
2041,2041-07-30,100.0
2041,2041-07-31,100.0
2041,2041-08-01,100.0
2041,2041-08-02,100.0
2041,2041-08-03,100.0
2041,2041-08-04,100.0
2041,2041-08-05,100.0
2041,2041-08-06,100.0
2041,2041-08-07,100.0
2041,2041-08-08,100.0
2041,2041-08-09,100.0
2041,2041-08-10,100.0
2041,2041-08-11,100.0
2041,2041-08-12,100.0
2041,2041-08-13,100.0
2041,2041-08-14,100.0
2041,2041-08-15,100.0
2041,2041-08-16,100.0
2041,2041-08-17,100.0
2041,2041-08-18,100.0
2041,2041-08-19,100.0
2041,2041-08-20,100.0
2041,2041-08-21,100.0
2041,2041-08-22,100.0
2041,2041-08-23,100.0
2041,2041-08-24,100.0
2041,2041-08-25,100.0
2041,2041-08-26,100.0
2041,2041-08-27,100.0
2041,2041-08-28,100.0
2041,2041-08-29,100.0
2041,2041-08-30,100.0
2041,2041-08-31,100.0
2041,2041-09-01,100.0
2041,2041-09-02,100.0
2041,2041-09-03,100.0
2041,2041-09-04,100.0
2041,2041-09-05,100.0
2041,2041-09-06,100.0
2041,2041-09-07,100.0
2041,2041-09-08,100.0
2041,2041-09-09,100.0
2041,2041-09-10,100.0
2041,2041-09-11,100.0
2041,2041-09-12,100.0
2041,2041-09-13,100.0
2041,2041-09-14,100.0
2041,2041-09-15,100.0
2041,2041-09-16,100.0
2041,2041-09-17,100.0
2041,2041-09-18,100.0
2041,2041-09-19,100.0
2041,2041-09-20,100.0
2041,2041-09-21,100.0
2041,2041-09-22,100.0
2041,2041-09-23,100.0
2041,2041-09-24,100.0
2041,2041-09-25,100.0
2041,2041-09-26,100.0
2041,2041-09-27,100.0
2041,2041-09-28,100.0
2041,2041-09-29,100.0
2041,2041-09-30,100.0
2041,2041-10-01,100.0
2041,2041-10-02,100.0
2041,2041-10-03,100.0
2041,2041-10-04,100.0
2041,2041-10-05,100.0
2041,2041-10-06,100.0
2041,2041-10-07,100.0
2041,2041-10-08,100.0
2041,2041-10-09,100.0
2041,2041-10-10,100.0
2041,2041-10-11,100.0
2041,2041-10-12,100.0
2041,2041-10-13,100.0
2041,2041-10-14,100.0
2041,2041-10-15,100.0
2041,2041-10-16,100.0
2041,2041-10-17,100.0
2041,2041-10-18,100.0
2041,2041-10-19,100.0
2041,2041-10-20,100.0
2041,2041-10-21,100.0
2041,2041-10-22,100.0
2041,2041-10-23,100.0
2041,2041-10-24,100.0
2041,2041-10-25,100.0
2041,2041-10-26,100.0
2041,2041-10-27,100.0
2041,2041-10-28,100.0
2041,2041-10-29,100.0
2041,2041-10-30,100.0
2041,2041-10-31,100.0
2041,2041-11-01,100.0
2041,2041-11-02,100.0
2041,2041-11-03,100.0
2041,2041-11-04,100.0
2041,2041-11-05,100.0
2041,2041-11-06,100.0
2041,2041-11-07,100.0
2041,2041-11-08,100.0
2041,2041-11-09,100.0
2041,2041-11-10,100.0
2041,2041-11-11,100.0
2041,2041-11-12,100.0
2041,2041-11-13,100.0
2041,2041-11-14,100.0
2041,2041-11-15,100.0
2041,2041-11-16,100.0
2041,2041-11-17,100.0
2041,2041-11-18,100.0
2041,2041-11-19,100.0
2041,2041-11-20,100.0
2041,2041-11-21,100.0
2041,2041-11-22,100.0
2041,2041-11-23,100.0
2041,2041-11-24,100.0
2041,2041-11-25,100.0
2041,2041-11-26,100.0
2041,2041-11-27,100.0
2041,2041-11-28,100.0
2041,2041-11-29,100.0
2041,2041-11-30,100.0
2041,2041-12-01,100.0
2041,2041-12-02,100.0
2041,2041-12-03,100.0
2041,2041-12-04,100.0
2041,2041-12-05,100.0
2041,2041-12-06,100.0
2041,2041-12-07,100.0
2041,2041-12-08,100.0
2041,2041-12-09,100.0
2041,2041-12-10,100.0
2041,2041-12-11,100.0
2041,2041-12-12,100.0
2041,2041-12-13,100.0
2041,2041-12-14,100.0
2041,2041-12-15,100.0
2041,2041-12-16,100.0
2041,2041-12-17,100.0
2041,2041-12-18,100.0
2041,2041-12-19,100.0
2041,2041-12-20,100.0
2041,2041-12-21,100.0
2041,2041-12-22,100.0
2041,2041-12-23,100.0
2041,2041-12-24,100.0
2041,2041-12-25,100.0
2041,2041-12-26,100.0
2041,2041-12-27,100.0
2041,2041-12-28,100.0
2041,2041-12-29,100.0
2041,2041-12-30,100.0
2041,2041-12-31,100.0
2042,2042-01-01,100.0
2042,2042-01-02,100.0
2042,2042-01-03,100.0
2042,2042-01-04,100.0
2042,2042-01-05,100.0
2042,2042-01-06,100.0
2042,2042-01-07,100.0
2042,2042-01-08,100.0
2042,2042-01-09,100.0
2042,2042-01-10,100.0
2042,2042-01-11,100.0
2042,2042-01-12,100.0
2042,2042-01-13,100.0
2042,2042-01-14,100.0
2042,2042-01-15,100.0
2042,2042-01-16,100.0
2042,2042-01-17,100.0
2042,2042-01-18,100.0
2042,2042-01-19,100.0
2042,2042-01-20,100.0
2042,2042-01-21,100.0
2042,2042-01-22,100.0
2042,2042-01-23,100.0
2042,2042-01-24,100.0
2042,2042-01-25,100.0
2042,2042-01-26,100.0
2042,2042-01-27,100.0
2042,2042-01-28,100.0
2042,2042-01-29,100.0
2042,2042-01-30,100.0
2042,2042-01-31,100.0
2042,2042-02-01,100.0
2042,2042-02-02,100.0
2042,2042-02-03,100.0
2042,2042-02-04,100.0
2042,2042-02-05,100.0
2042,2042-02-06,100.0
2042,2042-02-07,100.0
2042,2042-02-08,100.0
2042,2042-02-09,100.0
2042,2042-02-10,100.0
2042,2042-02-11,100.0
2042,2042-02-12,100.0
2042,2042-02-13,100.0
2042,2042-02-14,100.0
2042,2042-02-15,100.0
2042,2042-02-16,100.0
2042,2042-02-17,100.0
2042,2042-02-18,100.0
2042,2042-02-19,100.0
2042,2042-02-20,100.0
2042,2042-02-21,100.0
2042,2042-02-22,100.0
2042,2042-02-23,100.0
2042,2042-02-24,100.0
2042,2042-02-25,100.0
2042,2042-02-26,100.0
2042,2042-02-27,100.0
2042,2042-02-28,100.0
2042,2042-03-01,100.0
2042,2042-03-02,100.0
2042,2042-03-03,100.0
2042,2042-03-04,100.0
2042,2042-03-05,100.0
2042,2042-03-06,100.0
2042,2042-03-07,100.0
2042,2042-03-08,100.0
2042,2042-03-09,100.0
2042,2042-03-10,100.0
2042,2042-03-11,100.0
2042,2042-03-12,100.0
2042,2042-03-13,100.0
2042,2042-03-14,100.0
2042,2042-03-15,100.0
2042,2042-03-16,100.0
2042,2042-03-17,100.0
2042,2042-03-18,100.0
2042,2042-03-19,100.0
2042,2042-03-20,100.0
2042,2042-03-21,100.0
2042,2042-03-22,100.0
2042,2042-03-23,100.0
2042,2042-03-24,100.0
2042,2042-03-25,100.0
2042,2042-03-26,100.0
2042,2042-03-27,100.0
2042,2042-03-28,100.0
2042,2042-03-29,100.0
2042,2042-03-30,100.0
2042,2042-03-31,100.0
2042,2042-04-01,100.0
2042,2042-04-02,100.0
2042,2042-04-03,100.0
2042,2042-04-04,100.0
2042,2042-04-05,100.0
2042,2042-04-06,100.0
2042,2042-04-07,100.0
2042,2042-04-08,100.0
2042,2042-04-09,100.0
2042,2042-04-10,100.0
2042,2042-04-11,100.0
2042,2042-04-12,100.0
2042,2042-04-13,100.0
2042,2042-04-14,100.0
2042,2042-04-15,100.0
2042,2042-04-16,100.0
2042,2042-04-17,100.0
2042,2042-04-18,100.0
2042,2042-04-19,100.0
2042,2042-04-20,100.0
2042,2042-04-21,100.0
2042,2042-04-22,100.0
2042,2042-04-23,100.0
2042,2042-04-24,100.0
2042,2042-04-25,100.0
2042,2042-04-26,100.0
2042,2042-04-27,100.0
2042,2042-04-28,100.0
2042,2042-04-29,100.0
2042,2042-04-30,100.0
2042,2042-05-01,100.0
2042,2042-05-02,100.0
2042,2042-05-03,100.0
2042,2042-05-04,100.0
2042,2042-05-05,100.0
2042,2042-05-06,100.0
2042,2042-05-07,100.0
2042,2042-05-08,100.0
2042,2042-05-09,100.0
2042,2042-05-10,100.0
2042,2042-05-11,100.0
2042,2042-05-12,100.0
2042,2042-05-13,100.0
2042,2042-05-14,100.0
2042,2042-05-15,100.0
2042,2042-05-16,100.0
2042,2042-05-17,100.0
2042,2042-05-18,100.0
2042,2042-05-19,100.0
2042,2042-05-20,100.0
2042,2042-05-21,100.0
2042,2042-05-22,100.0
2042,2042-05-23,100.0
2042,2042-05-24,100.0
2042,2042-05-25,100.0
2042,2042-05-26,100.0
2042,2042-05-27,100.0
2042,2042-05-28,100.0
2042,2042-05-29,100.0
2042,2042-05-30,100.0
2042,2042-05-31,100.0
2042,2042-06-01,100.0
2042,2042-06-02,100.0
2042,2042-06-03,100.0
2042,2042-06-04,100.0
2042,2042-06-05,100.0
2042,2042-06-06,100.0
2042,2042-06-07,100.0
2042,2042-06-08,100.0
2042,2042-06-09,100.0
2042,2042-06-10,100.0
2042,2042-06-11,100.0
2042,2042-06-12,100.0
2042,2042-06-13,100.0
2042,2042-06-14,100.0
2042,2042-06-15,100.0
2042,2042-06-16,100.0
2042,2042-06-17,100.0
2042,2042-06-18,100.0
2042,2042-06-19,100.0
2042,2042-06-20,100.0
2042,2042-06-21,100.0
2042,2042-06-22,100.0
2042,2042-06-23,100.0
2042,2042-06-24,100.0
2042,2042-06-25,100.0
2042,2042-06-26,100.0
2042,2042-06-27,100.0
2042,2042-06-28,100.0
2042,2042-06-29,100.0
2042,2042-06-30,100.0
2042,2042-07-01,100.0
2042,2042-07-02,100.0
2042,2042-07-03,100.0
2042,2042-07-04,100.0
2042,2042-07-05,100.0
2042,2042-07-06,100.0
2042,2042-07-07,100.0
2042,2042-07-08,100.0
2042,2042-07-09,100.0
2042,2042-07-10,100.0
2042,2042-07-11,100.0
2042,2042-07-12,100.0
2042,2042-07-13,100.0
2042,2042-07-14,100.0
2042,2042-07-15,100.0
2042,2042-07-16,100.0
2042,2042-07-17,100.0
2042,2042-07-18,100.0
2042,2042-07-19,100.0
2042,2042-07-20,100.0
2042,2042-07-21,100.0
2042,2042-07-22,100.0
2042,2042-07-23,100.0
2042,2042-07-24,100.0
2042,2042-07-25,100.0
2042,2042-07-26,100.0
2042,2042-07-27,100.0
2042,2042-07-28,100.0
2042,2042-07-29,100.0
2042,2042-07-30,100.0
2042,2042-07-31,100.0
2042,2042-08-01,100.0
2042,2042-08-02,100.0
2042,2042-08-03,100.0
2042,2042-08-04,100.0
2042,2042-08-05,100.0
2042,2042-08-06,100.0
2042,2042-08-07,100.0
2042,2042-08-08,100.0
2042,2042-08-09,100.0
2042,2042-08-10,100.0
2042,2042-08-11,100.0
2042,2042-08-12,100.0
2042,2042-08-13,100.0
2042,2042-08-14,100.0
2042,2042-08-15,100.0
2042,2042-08-16,100.0
2042,2042-08-17,100.0
2042,2042-08-18,100.0
2042,2042-08-19,100.0
2042,2042-08-20,100.0
2042,2042-08-21,100.0
2042,2042-08-22,100.0
2042,2042-08-23,100.0
2042,2042-08-24,100.0
2042,2042-08-25,100.0
2042,2042-08-26,100.0
2042,2042-08-27,100.0
2042,2042-08-28,100.0
2042,2042-08-29,100.0
2042,2042-08-30,100.0
2042,2042-08-31,100.0
2042,2042-09-01,100.0
2042,2042-09-02,100.0
2042,2042-09-03,100.0
2042,2042-09-04,100.0
2042,2042-09-05,100.0
2042,2042-09-06,100.0
2042,2042-09-07,100.0
2042,2042-09-08,100.0
2042,2042-09-09,100.0
2042,2042-09-10,100.0
2042,2042-09-11,100.0
2042,2042-09-12,100.0
2042,2042-09-13,100.0
2042,2042-09-14,100.0
2042,2042-09-15,100.0
2042,2042-09-16,100.0
2042,2042-09-17,100.0
2042,2042-09-18,100.0
2042,2042-09-19,100.0
2042,2042-09-20,100.0
2042,2042-09-21,100.0
2042,2042-09-22,100.0
2042,2042-09-23,100.0
